Data from S118521__3__17-03-38-813.txt Node

Date: Tue Aug 23 17:03:38 PDT 2022
User: cemma
Spectrometer: S11852
Trigger mode: 0
Resolution mode: 1024 pixels
Integration Time (sec): 1.000000E-1
Scans to average: 1
Nonlinearity correction enabled: false
Boxcar width: 0
Baseline correction enabled: true
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1024
>>>>>Begin Spectral Data<<<<<
188.378	-5
188.827	2
189.275	2
189.723	-7
190.172	6
190.62	2
191.068	5
191.517	2
191.965	5
192.414	3
192.863	3
193.311	2
193.76	-6
194.208	1
194.657	3
195.106	4
195.555	2
196.004	-1
196.452	0
196.901	5
197.35	-4
197.799	1
198.248	5
198.697	0
199.146	-6
199.596	3
200.045	5
200.494	-7
200.943	0
201.392	3
201.842	2
202.291	-2
202.74	-3
203.19	0
203.639	-7
204.089	3
204.538	-4
204.988	-1
205.437	4
205.887	2
206.337	-7
206.786	0
207.236	-2
207.686	2
208.136	3
208.586	-2
209.036	-2
209.486	-4
209.936	3
210.386	5
210.836	-3
211.286	3
211.736	0
212.186	2
212.636	-4
213.086	1
213.537	-1
213.987	3
214.437	3
214.888	-1
215.338	-4
215.789	1
216.239	4
216.69	-3
217.14	-1
217.591	-1
218.041	6
218.492	-2
218.943	-3
219.394	1
219.844	-1
220.295	-12
220.746	0
221.197	-6
221.648	0
222.099	-2
222.55	4
223.001	0
223.452	-2
223.903	2
224.354	1
224.806	5
225.257	-3
225.708	1
226.16	-1
226.611	2
227.062	-2
227.514	7
227.965	0
228.417	-1
228.868	2
229.32	-3
229.772	2
230.223	-3
230.675	-2
231.127	1
231.578	-3
232.03	2
232.482	-3
232.934	0
233.386	2
233.838	2
234.29	1
234.742	2
235.194	1
235.646	7
236.098	5
236.551	2
237.003	-1
237.455	0
237.907	-1
238.36	2
238.812	5
239.265	4
239.717	-2
240.17	2
240.622	-3
241.075	4
241.527	3
241.98	2
242.433	3
242.886	9
243.338	6
243.791	5
244.244	6
244.697	7
245.15	14
245.603	10
246.056	9
246.509	16
246.962	14
247.415	19
247.868	11
248.321	16
248.775	23
249.228	25
249.681	22
250.135	26
250.588	25
251.042	24
251.495	28
251.949	27
252.402	16
252.856	24
253.309	26
253.763	13
254.217	22
254.671	21
255.124	21
255.578	20
256.032	11
256.486	5
256.94	15
257.394	19
257.848	13
258.302	11
258.756	16
259.21	19
259.664	6
260.119	5
260.573	5
261.027	9
261.482	3
261.936	8
262.39	3
262.845	6
263.299	5
263.754	6
264.209	7
264.663	3
265.118	5
265.573	-4
266.027	-1
266.482	5
266.937	5
267.392	3
267.847	1
268.302	0
268.757	5
269.212	-1
269.667	2
270.122	3
270.577	5
271.032	-6
271.487	5
271.943	1
272.398	-2
272.853	-1
273.309	-1
273.764	0
274.22	2
274.675	-1
275.131	0
275.586	2
276.042	1
276.497	1
276.953	2
277.409	-2
277.865	-1
278.321	-1
278.776	2
279.232	2
279.688	2
280.144	-3
280.6	1
281.056	4
281.512	-2
281.969	2
282.425	5
282.881	-8
283.337	1
283.794	0
284.25	-1
284.706	-2
285.163	-2
285.619	-3
286.076	-3
286.532	-2
286.989	1
287.446	1
287.902	3
288.359	-7
288.816	-4
289.272	1
289.729	0
290.186	0
290.643	1
291.1	0
291.557	-3
292.014	0
292.471	-3
292.928	5
293.385	0
293.843	1
294.3	-1
294.757	1
295.215	-8
295.672	-1
296.129	0
296.587	-4
297.044	2
297.502	4
297.959	1
298.417	2
298.875	-3
299.332	-1
299.79	-1
300.248	2
300.706	1
301.164	0
301.621	-1
302.079	1
302.537	6
302.995	-2
303.453	-4
303.912	0
304.37	-3
304.828	-1
305.286	-10
305.744	-2
306.203	5
306.661	5
307.12	-8
307.578	-9
308.036	0
308.495	4
308.954	0
309.412	1
309.871	-9
310.329	-2
310.788	2
311.247	1
311.706	3
312.165	-1
312.624	1
313.083	0
313.542	0
314.001	4
314.46	2
314.919	7
315.378	-8
315.837	0
316.296	7
316.756	2
317.215	-3
317.674	-5
318.134	-4
318.593	3
319.053	1
319.512	1
319.972	-4
320.431	6
320.891	0
321.351	1
321.81	-2
322.27	0
322.73	5
323.19	2
323.65	0
324.11	-2
324.57	3
325.03	-2
325.49	2
325.95	-1
326.41	-2
326.87	-8
327.331	-4
327.791	4
328.251	-2
328.712	-2
329.172	-5
329.632	5
330.093	-4
330.553	-4
331.014	1
331.475	0
331.935	3
332.396	5
332.857	-2
333.318	4
333.778	-3
334.239	1
334.7	-1
335.161	3
335.622	1
336.083	-3
336.544	-7
337.006	5
337.467	-1
337.928	-2
338.389	2
338.851	-2
339.312	-1
339.773	0
340.235	6
340.696	-4
341.158	-6
341.619	4
342.081	-4
342.543	1
343.004	5
343.466	5
343.928	-3
344.39	1
344.851	6
345.313	-1
345.775	-1
346.237	-1
346.699	-1
347.161	4
347.624	-4
348.086	1
348.548	-1
349.01	-1
349.473	3
349.935	-1
350.397	-5
350.86	-1
351.322	2
351.785	1
352.247	0
352.71	-1
353.173	1
353.635	0
354.098	-3
354.561	-5
355.024	6
355.486	-2
355.949	-2
356.412	-1
356.875	0
357.338	3
357.801	-2
358.265	-3
358.728	-1
359.191	3
359.654	1
360.117	-2
360.581	-2
361.044	-1
361.508	-3
361.971	-4
362.435	2
362.898	3
363.362	-1
363.826	-2
364.289	-2
364.753	3
365.217	2
365.681	-3
366.144	3
366.608	-1
367.072	2
367.536	-2
368	-4
368.464	3
368.929	-3
369.393	0
369.857	-2
370.321	-2
370.786	2
371.25	1
371.714	-3
372.179	-2
372.643	2
373.108	-2
373.572	4
374.037	1
374.502	5
374.966	2
375.431	5
375.896	3
376.361	-1
376.826	-4
377.291	1
377.756	2
378.221	3
378.686	-3
379.151	0
379.616	0
380.081	1
380.547	-9
381.012	3
381.477	-2
381.943	-4
382.408	0
382.873	1
383.339	3
383.805	-2
384.27	2
384.736	1
385.201	2
385.667	1
386.133	4
386.599	1
387.065	-3
387.531	3
387.997	1
388.463	2
388.929	-1
389.395	-2
389.861	1
390.327	1
390.793	0
391.26	0
391.726	4
392.192	4
392.659	1
393.125	-1
393.592	4
394.058	6
394.525	0
394.992	4
395.458	-4
395.925	1
396.392	8
396.859	0
397.325	5
397.792	-1
398.259	2
398.726	1
399.193	4
399.66	-2
400.128	0
400.595	3
401.062	3
401.529	-3
401.997	-1
402.464	3
402.931	2
403.399	-2
403.866	10
404.334	5
404.802	2
405.269	4
405.737	1
406.205	3
406.672	2
407.14	0
407.608	6
408.076	4
408.544	4
409.012	8
409.48	11
409.948	2
410.416	5
410.884	11
411.353	8
411.821	10
412.289	12
412.758	11
413.226	8
413.695	5
414.163	6
414.632	8
415.1	4
415.569	11
416.038	5
416.506	12
416.975	6
417.444	11
417.913	12
418.382	11
418.851	13
419.32	11
419.789	15
420.258	19
420.727	14
421.196	12
421.666	5
422.135	17
422.604	14
423.074	14
423.543	12
424.013	16
424.482	14
424.952	12
425.421	11
425.891	13
426.361	6
426.831	12
427.3	11
427.77	4
428.24	13
428.71	14
429.18	14
429.65	15
430.12	9
430.59	7
431.061	16
431.531	10
