Data from S118521__2__17-03-31-845.txt Node

Date: Tue Aug 23 17:03:31 PDT 2022
User: cemma
Spectrometer: S11852
Trigger mode: 0
Resolution mode: 1024 pixels
Integration Time (sec): 1.000000E-1
Scans to average: 1
Nonlinearity correction enabled: false
Boxcar width: 0
Baseline correction enabled: true
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1024
>>>>>Begin Spectral Data<<<<<
188.378	-3
188.827	1
189.275	3
189.723	-2
190.172	3
190.62	-1
191.068	4
191.517	-1
191.965	-1
192.414	-1
192.863	-1
193.311	4
193.76	-2
194.208	2
194.657	-5
195.106	1
195.555	-1
196.004	-1
196.452	-3
196.901	-1
197.35	2
197.799	0
198.248	0
198.697	0
199.146	-4
199.596	2
200.045	0
200.494	-5
200.943	1
201.392	-1
201.842	6
202.291	-1
202.74	-3
203.19	2
203.639	1
204.089	5
204.538	-1
204.988	-1
205.437	4
205.887	0
206.337	-7
206.786	3
207.236	4
207.686	1
208.136	1
208.586	-2
209.036	-3
209.486	0
209.936	6
210.386	2
210.836	-3
211.286	3
211.736	1
212.186	0
212.636	-4
213.086	2
213.537	4
213.987	2
214.437	4
214.888	2
215.338	-6
215.789	1
216.239	3
216.69	-6
217.14	-1
217.591	-5
218.041	2
218.492	-4
218.943	-5
219.394	2
219.844	1
220.295	-10
220.746	4
221.197	0
221.648	2
222.099	-2
222.55	3
223.001	5
223.452	-1
223.903	0
224.354	1
224.806	4
225.257	-2
225.708	3
226.16	0
226.611	4
227.062	1
227.514	-2
227.965	-1
228.417	1
228.868	6
229.32	1
229.772	3
230.223	0
230.675	1
231.127	-3
231.578	-3
232.03	1
232.482	-7
232.934	4
233.386	1
233.838	3
234.29	0
234.742	1
235.194	2
235.646	3
236.098	0
236.551	3
237.003	3
237.455	-3
237.907	-4
238.36	3
238.812	1
239.265	1
239.717	3
240.17	2
240.622	-4
241.075	2
241.527	-1
241.98	-1
242.433	6
242.886	2
243.338	2
243.791	2
244.244	3
244.697	12
245.15	10
245.603	6
246.056	3
246.509	8
246.962	9
247.415	15
247.868	5
248.321	10
248.775	16
249.228	16
249.681	14
250.135	19
250.588	18
251.042	21
251.495	19
251.949	17
252.402	7
252.856	13
253.309	20
253.763	13
254.217	13
254.671	17
255.124	14
255.578	15
256.032	9
256.486	2
256.94	13
257.394	14
257.848	9
258.302	9
258.756	13
259.21	10
259.664	5
260.119	8
260.573	3
261.027	6
261.482	4
261.936	6
262.39	4
262.845	1
263.299	1
263.754	1
264.209	8
264.663	3
265.118	8
265.573	-8
266.027	2
266.482	-2
266.937	4
267.392	3
267.847	2
268.302	-3
268.757	4
269.212	-2
269.667	1
270.122	7
270.577	2
271.032	-1
271.487	1
271.943	-1
272.398	-1
272.853	-1
273.309	3
273.764	2
274.22	0
274.675	3
275.131	1
275.586	0
276.042	1
276.497	4
276.953	-1
277.409	-2
277.865	4
278.321	0
278.776	5
279.232	3
279.688	6
280.144	-3
280.6	0
281.056	-1
281.512	-2
281.969	8
282.425	3
282.881	-11
283.337	-1
283.794	-2
284.25	4
284.706	-5
285.163	1
285.619	-2
286.076	-2
286.532	4
286.989	2
287.446	1
287.902	-4
288.359	-7
288.816	0
289.272	0
289.729	-1
290.186	-5
290.643	-1
291.1	2
291.557	1
292.014	-3
292.471	-5
292.928	4
293.385	0
293.843	4
294.3	-5
294.757	-1
295.215	-7
295.672	1
296.129	-2
296.587	-2
297.044	-1
297.502	1
297.959	0
298.417	-1
298.875	-4
299.332	-3
299.79	-1
300.248	3
300.706	-1
301.164	-3
301.621	3
302.079	3
302.537	1
302.995	-5
303.453	-2
303.912	3
304.37	1
304.828	-2
305.286	-7
305.744	-1
306.203	2
306.661	2
307.12	-10
307.578	-9
308.036	4
308.495	3
308.954	6
309.412	0
309.871	-6
310.329	1
