Data from S118521__6__17-03-55-834.txt Node

Date: Tue Aug 23 17:03:55 PDT 2022
User: cemma
Spectrometer: S11852
Trigger mode: 0
Resolution mode: 1024 pixels
Integration Time (sec): 1.000000E-1
Scans to average: 1
Nonlinearity correction enabled: false
Boxcar width: 0
Baseline correction enabled: true
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 1024
>>>>>Begin Spectral Data<<<<<
188.378	-2
188.827	5
189.275	5
189.723	-5
190.172	1
190.62	2
191.068	3
191.517	-1
191.965	-1
192.414	-1
192.863	2
193.311	4
193.76	-7
194.208	4
194.657	-1
195.106	-1
195.555	5
196.004	-1
196.452	-5
196.901	2
197.35	-1
197.799	0
198.248	-1
198.697	-1
199.146	-4
199.596	0
200.045	2
200.494	-4
200.943	0
201.392	2
201.842	6
202.291	-3
202.74	-7
203.19	1
203.639	-4
204.089	6
204.538	-2
204.988	1
205.437	2
205.887	1
206.337	-3
206.786	-2
207.236	-1
207.686	3
208.136	1
208.586	-1
209.036	-1
209.486	-1
209.936	1
210.386	3
210.836	1
211.286	-6
211.736	0
212.186	0
212.636	-2
213.086	-1
213.537	3
213.987	0
214.437	6
214.888	-2
215.338	-1
215.789	-3
216.239	3
216.69	-3
217.14	2
217.591	-5
218.041	0
218.492	5
218.943	-4
219.394	4
219.844	1
220.295	-9
220.746	3
221.197	-1
221.648	-2
222.099	-2
222.55	-2
223.001	3
223.452	-2
223.903	4
224.354	3
224.806	5
225.257	-1
225.708	2
226.16	7
226.611	3
227.062	4
227.514	3
227.965	1
228.417	0
228.868	6
229.32	4
229.772	3
230.223	1
230.675	0
231.127	0
231.578	-3
232.03	4
232.482	-8
232.934	2
233.386	0
233.838	4
234.29	0
234.742	1
235.194	0
235.646	-3
236.098	0
236.551	5
237.003	0
237.455	-1
237.907	4
238.36	5
238.812	6
239.265	2
239.717	0
240.17	3
240.622	-2
241.075	6
241.527	7
241.98	-1
242.433	5
242.886	7
243.338	4
243.791	6
244.244	10
244.697	8
